# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1050173	1052005	-							LSCM1_03308	1833		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1050173	1052005	-			KAG5474521.1	hypothetical protein			LSCM1_03308	1833		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1050173	1052005	-	KAG5474521.1			hypothetical protein			LSCM1_03308	1833	610	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1053426	1054364	-							LSCM1_03309	939		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1053426	1054364	-			KAG5474522.1	hypothetical protein			LSCM1_03309	939		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1053426	1054364	-	KAG5474522.1			hypothetical protein			LSCM1_03309	939	312	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1057516	1058454	-							LSCM1_03310	939		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1057516	1058454	-			KAG5474523.1	hypothetical protein			LSCM1_03310	939		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1057516	1058454	-	KAG5474523.1			hypothetical protein			LSCM1_03310	939	312	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1059182	1061665	-							LSCM1_03311	2484		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1059182	1061665	-			KAG5474524.1	hypothetical protein			LSCM1_03311	2484		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1059182	1061665	-	KAG5474524.1			hypothetical protein			LSCM1_03311	2484	827	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1064157	1064468	-							LSCM1_03312	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1064157	1064468	-			KAG5474525.1	hypothetical protein			LSCM1_03312	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1064157	1064468	-	KAG5474525.1			hypothetical protein			LSCM1_03312	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1067512	1067823	-							LSCM1_03313	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1067512	1067823	-			KAG5474526.1	hypothetical protein			LSCM1_03313	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1067512	1067823	-	KAG5474526.1			hypothetical protein			LSCM1_03313	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1070872	1071183	-							LSCM1_03314	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1070872	1071183	-			KAG5474527.1	hypothetical protein			LSCM1_03314	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1070872	1071183	-	KAG5474527.1			hypothetical protein			LSCM1_03314	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1074224	1074535	-							LSCM1_03315	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1074224	1074535	-			KAG5474528.1	hypothetical protein			LSCM1_03315	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1074224	1074535	-	KAG5474528.1			hypothetical protein			LSCM1_03315	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1077578	1077889	-							LSCM1_03316	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1077578	1077889	-			KAG5474529.1	hypothetical protein			LSCM1_03316	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1077578	1077889	-	KAG5474529.1			hypothetical protein			LSCM1_03316	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1080935	1081246	-							LSCM1_03317	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1080935	1081246	-			KAG5474530.1	hypothetical protein			LSCM1_03317	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1080935	1081246	-	KAG5474530.1			hypothetical protein			LSCM1_03317	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1084292	1084603	-							LSCM1_03318	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1084292	1084603	-			KAG5474531.1	hypothetical protein			LSCM1_03318	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1084292	1084603	-	KAG5474531.1			hypothetical protein			LSCM1_03318	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1087644	1087955	-							LSCM1_03319	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1087644	1087955	-			KAG5474532.1	hypothetical protein			LSCM1_03319	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1087644	1087955	-	KAG5474532.1			hypothetical protein			LSCM1_03319	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1092441	1093982	-							LSCM1_03320	1542		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1092441	1093982	-			KAG5474533.1	hypothetical protein			LSCM1_03320	1542		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1092441	1093982	-	KAG5474533.1			hypothetical protein			LSCM1_03320	1542	513	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1094665	1095315	-							LSCM1_03321	651		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1094665	1095315	-			KAG5474534.1	hypothetical protein			LSCM1_03321	651		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1094665	1095315	-	KAG5474534.1			hypothetical protein			LSCM1_03321	651	216	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1099408	1102440	-							LSCM1_03322	3033		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1099408	1102440	-			KAG5474535.1	hypothetical protein			LSCM1_03322	3033		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1099408	1102440	-	KAG5474535.1			hypothetical protein			LSCM1_03322	3033	1010	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1102928	1104409	-							LSCM1_03323	1482		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1102928	1104409	-			KAG5474536.1	hypothetical protein			LSCM1_03323	1482		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1102928	1104409	-	KAG5474536.1			hypothetical protein			LSCM1_03323	1482	493	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1105352	1106773	-							LSCM1_03324	1422		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1105352	1106773	-			KAG5474537.1	hypothetical protein			LSCM1_03324	1422		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1105352	1106773	-	KAG5474537.1			hypothetical protein			LSCM1_03324	1422	473	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1108621	1109595	-							LSCM1_03325	975		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1108621	1109595	-			KAG5474538.1	hypothetical protein			LSCM1_03325	975		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1108621	1109595	-	KAG5474538.1			hypothetical protein			LSCM1_03325	975	324	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1110549	1111298	-							LSCM1_03326	750		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1110549	1111298	-			KAG5474539.1	hypothetical protein			LSCM1_03326	750		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1110549	1111298	-	KAG5474539.1			hypothetical protein			LSCM1_03326	750	249	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1112431	1125084	-							LSCM1_03327	12654		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1112431	1125084	-			KAG5474540.1	hypothetical protein			LSCM1_03327	12654		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1112431	1125084	-	KAG5474540.1			hypothetical protein			LSCM1_03327	12654	4217	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1126896	1128041	-							LSCM1_03328	1146		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1126896	1128041	-			KAG5474541.1	hypothetical protein			LSCM1_03328	1146		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1126896	1128041	-	KAG5474541.1			hypothetical protein			LSCM1_03328	1146	381	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1129659	1131251	-							LSCM1_03329	1593		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1129659	1131251	-			KAG5474542.1	hypothetical protein			LSCM1_03329	1593		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1129659	1131251	-	KAG5474542.1			hypothetical protein			LSCM1_03329	1593	530	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1134652	1136010	-							LSCM1_03330	1359		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1134652	1136010	-			KAG5474543.1	hypothetical protein			LSCM1_03330	1359		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1134652	1136010	-	KAG5474543.1			hypothetical protein			LSCM1_03330	1359	452	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1136855	1137208	-							LSCM1_03331	354		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1136855	1137208	-			KAG5474544.1	hypothetical protein			LSCM1_03331	354		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1136855	1137208	-	KAG5474544.1			hypothetical protein			LSCM1_03331	354	117	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1140117	1142321	-							LSCM1_03332	2205		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1140117	1142321	-			KAG5474545.1	hypothetical protein			LSCM1_03332	2205		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1140117	1142321	-	KAG5474545.1			hypothetical protein			LSCM1_03332	2205	734	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1143837	1144886	-							LSCM1_03333	1050		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1143837	1144886	-			KAG5474546.1	hypothetical protein			LSCM1_03333	1050		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1143837	1144886	-	KAG5474546.1			hypothetical protein			LSCM1_03333	1050	349	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1147704	1148699	-							LSCM1_03334	996		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1147704	1148699	-			KAG5474547.1	hypothetical protein			LSCM1_03334	996		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1147704	1148699	-	KAG5474547.1			hypothetical protein			LSCM1_03334	996	331	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1150472	1151440	-							LSCM1_03335	969		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1150472	1151440	-			KAG5474548.1	hypothetical protein			LSCM1_03335	969		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1150472	1151440	-	KAG5474548.1			hypothetical protein			LSCM1_03335	969	322	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1155184	1155462	-							LSCM1_03336	279		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1155184	1155462	-			KAG5474549.1	hypothetical protein			LSCM1_03336	279		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1155184	1155462	-	KAG5474549.1			hypothetical protein			LSCM1_03336	279	92	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1157220	1157585	-							LSCM1_03337	366		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1157220	1157585	-			KAG5474550.1	hypothetical protein			LSCM1_03337	366		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1157220	1157585	-	KAG5474550.1			hypothetical protein			LSCM1_03337	366	121	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1158455	1158964	-							LSCM1_03338	510		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1158455	1158964	-			KAG5474551.1	hypothetical protein			LSCM1_03338	510		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1158455	1158964	-	KAG5474551.1			hypothetical protein			LSCM1_03338	510	169	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1159792	1160499	-							LSCM1_03339	708		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1159792	1160499	-			KAG5474552.1	hypothetical protein			LSCM1_03339	708		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1159792	1160499	-	KAG5474552.1			hypothetical protein			LSCM1_03339	708	235	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1161252	1162403	-							LSCM1_03340	1152		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1161252	1162403	-			KAG5474553.1	hypothetical protein			LSCM1_03340	1152		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1161252	1162403	-	KAG5474553.1			hypothetical protein			LSCM1_03340	1152	383	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1163114	1163560	-							LSCM1_03341	447		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1163114	1163560	-			KAG5474554.1	hypothetical protein			LSCM1_03341	447		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1163114	1163560	-	KAG5474554.1			hypothetical protein			LSCM1_03341	447	148	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1164443	1167970	-							LSCM1_03342	3528		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1164443	1167970	-			KAG5474555.1	hypothetical protein			LSCM1_03342	3528		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1164443	1167970	-	KAG5474555.1			hypothetical protein			LSCM1_03342	3528	1175	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1183944	1184255	-							LSCM1_03344	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1183944	1184255	-			KAG5474556.1	hypothetical protein			LSCM1_03344	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1183944	1184255	-	KAG5474556.1			hypothetical protein			LSCM1_03344	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1187306	1187617	-							LSCM1_03345	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1187306	1187617	-			KAG5474557.1	hypothetical protein			LSCM1_03345	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1187306	1187617	-	KAG5474557.1			hypothetical protein			LSCM1_03345	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1190666	1190977	-							LSCM1_03346	312		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1190666	1190977	-			KAG5474558.1	hypothetical protein			LSCM1_03346	312		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	28	CM030423.1	1190666	1190977	-	KAG5474558.1			hypothetical protein			LSCM1_03346	312	103	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	5435	6325	-							LSCM1_04289	891		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	5435	6325	-			KAG5473662.1	hypothetical protein			LSCM1_04289	891		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	5435	6325	-	KAG5473662.1			hypothetical protein			LSCM1_04289	891	296	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	8226	11369	-							LSCM1_04290	3144		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	8226	11369	-			KAG5473663.1	hypothetical protein			LSCM1_04290	3144		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	8226	11369	-	KAG5473663.1			hypothetical protein			LSCM1_04290	3144	1047	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	12451	13866	-							LSCM1_04291	1416		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	12451	13866	-			KAG5473664.1	hypothetical protein			LSCM1_04291	1416		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	12451	13866	-	KAG5473664.1			hypothetical protein			LSCM1_04291	1416	471	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	14840	15691	-							LSCM1_04292	852		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	14840	15691	-			KAG5473665.1	hypothetical protein			LSCM1_04292	852		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	14840	15691	-	KAG5473665.1			hypothetical protein			LSCM1_04292	852	283	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	17029	19044	-							LSCM1_04293	2016		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	17029	19044	-			KAG5473666.1	hypothetical protein			LSCM1_04293	2016		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	17029	19044	-	KAG5473666.1			hypothetical protein			LSCM1_04293	2016	671	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	19956	21146	-							LSCM1_04294	1191		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	19956	21146	-			KAG5473667.1	hypothetical protein			LSCM1_04294	1191		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	19956	21146	-	KAG5473667.1			hypothetical protein			LSCM1_04294	1191	396	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	22549	23304	-							LSCM1_04295	756		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	22549	23304	-			KAG5473668.1	hypothetical protein			LSCM1_04295	756		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	22549	23304	-	KAG5473668.1			hypothetical protein			LSCM1_04295	756	251	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	24076	24450	-							LSCM1_04296	375		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	24076	24450	-			KAG5473669.1	hypothetical protein			LSCM1_04296	375		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	24076	24450	-	KAG5473669.1			hypothetical protein			LSCM1_04296	375	124	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	25130	25690	-							LSCM1_04297	561		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	25130	25690	-			KAG5473670.1	hypothetical protein			LSCM1_04297	561		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	25130	25690	-	KAG5473670.1			hypothetical protein			LSCM1_04297	561	186	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	27878	29485	-							LSCM1_04298	1608		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	27878	29485	-			KAG5473671.1	hypothetical protein			LSCM1_04298	1608		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	27878	29485	-	KAG5473671.1			hypothetical protein			LSCM1_04298	1608	535	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	31015	38541	-							LSCM1_04299	7527		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	31015	38541	-			KAG5473672.1	hypothetical protein			LSCM1_04299	7527		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	31015	38541	-	KAG5473672.1			hypothetical protein			LSCM1_04299	7527	2508	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	40037	42769	-							LSCM1_04300	2733		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	40037	42769	-			KAG5473673.1	hypothetical protein			LSCM1_04300	2733		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	40037	42769	-	KAG5473673.1			hypothetical protein			LSCM1_04300	2733	910	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	43984	46689	-							LSCM1_04301	2706		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	43984	46689	-			KAG5473674.1	hypothetical protein			LSCM1_04301	2706		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	43984	46689	-	KAG5473674.1			hypothetical protein			LSCM1_04301	2706	901	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	47732	48745	-							LSCM1_04302	1014		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	47732	48745	-			KAG5473675.1	hypothetical protein			LSCM1_04302	1014		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	47732	48745	-	KAG5473675.1			hypothetical protein			LSCM1_04302	1014	337	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	50406	52484	-							LSCM1_04303	2079		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	50406	52484	-			KAG5473676.1	hypothetical protein			LSCM1_04303	2079		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	50406	52484	-	KAG5473676.1			hypothetical protein			LSCM1_04303	2079	692	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	53343	55022	-							LSCM1_04304	1680		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	53343	55022	-			KAG5473677.1	hypothetical protein			LSCM1_04304	1680		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	53343	55022	-	KAG5473677.1			hypothetical protein			LSCM1_04304	1680	559	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	58352	58765	-							LSCM1_04305	414		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	58352	58765	-			KAG5473678.1	hypothetical protein			LSCM1_04305	414		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	58352	58765	-	KAG5473678.1			hypothetical protein			LSCM1_04305	414	137	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	59486	61093	-							LSCM1_04306	1608		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	59486	61093	-			KAG5473679.1	hypothetical protein			LSCM1_04306	1608		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	59486	61093	-	KAG5473679.1			hypothetical protein			LSCM1_04306	1608	535	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	62258	65368	-							LSCM1_04307	3111		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	62258	65368	-			KAG5473680.1	hypothetical protein			LSCM1_04307	3111		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	62258	65368	-	KAG5473680.1			hypothetical protein			LSCM1_04307	3111	1036	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	66415	71151	-							LSCM1_04308	4737		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	66415	71151	-			KAG5473681.1	hypothetical protein			LSCM1_04308	4737		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	66415	71151	-	KAG5473681.1			hypothetical protein			LSCM1_04308	4737	1578	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	72233	73033	-							LSCM1_04309	801		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	72233	73033	-			KAG5473682.1	hypothetical protein			LSCM1_04309	801		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	72233	73033	-	KAG5473682.1			hypothetical protein			LSCM1_04309	801	266	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	74303	77179	-							LSCM1_04310	2877		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	74303	77179	-			KAG5473683.1	hypothetical protein			LSCM1_04310	2877		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	74303	77179	-	KAG5473683.1			hypothetical protein			LSCM1_04310	2877	958	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	78135	78782	-							LSCM1_04311	648		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	78135	78782	-			KAG5473684.1	hypothetical protein			LSCM1_04311	648		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	78135	78782	-	KAG5473684.1			hypothetical protein			LSCM1_04311	648	215	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	80293	81909	-							LSCM1_04312	1617		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	80293	81909	-			KAG5473685.1	hypothetical protein			LSCM1_04312	1617		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	80293	81909	-	KAG5473685.1			hypothetical protein			LSCM1_04312	1617	538	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	85554	86513	-							LSCM1_04313	960		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	85554	86513	-			KAG5473686.1	hypothetical protein			LSCM1_04313	960		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	29	CM030424.1	85554	86513	-	KAG5473686.1			hypothetical protein			LSCM1_04313	960	319	
