# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	536306	537247	+							LPMP_271380	942		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	536306	537247	+			AIN99518.1	hypothetical protein			LPMP_271380	942		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	536306	537247	+	AIN99518.1			hypothetical protein			LPMP_271380	942	313	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	539084	541105	+							LPMP_271390	2022		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	539084	541105	+			AIN99519.1	hypothetical protein			LPMP_271390	2022		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	539084	541105	+	AIN99519.1			hypothetical protein			LPMP_271390	2022	673	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	543766	548241	+							LPMP_271400	4476		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	543766	548241	+			AIN99520.1	protein kinase, putative			LPMP_271400	4476		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	543766	548241	+	AIN99520.1			protein kinase, putative			LPMP_271400	4476	1491	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	552740	553711	+							LPMP_271410	972		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	552740	553711	+			AIN99521.1	60S ribosomal protein L10/acidic, putative			LPMP_271410	972		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	552740	553711	+	AIN99521.1			60S ribosomal protein L10/acidic, putative			LPMP_271410	972	323	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	555003	555434	+							LPMP_271420	432		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	555003	555434	+			AIN99522.1	hypothetical protein			LPMP_271420	432		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	555003	555434	+	AIN99522.1			hypothetical protein			LPMP_271420	432	143	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	556831	557967	+							LPMP_271430	1137		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	556831	557967	+			AIN99523.1	hypothetical protein			LPMP_271430	1137		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	556831	557967	+	AIN99523.1			hypothetical protein			LPMP_271430	1137	378	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	561485	563413	+							LPMP_271440	1929		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	561485	563413	+			AIN99524.1	choline kinase, putative			LPMP_271440	1929		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	561485	563413	+	AIN99524.1			choline kinase, putative			LPMP_271440	1929	642	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	565722	568463	+							LPMP_271450	2742		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	565722	568463	+			AIN99525.1	hypothetical protein			LPMP_271450	2742		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	565722	568463	+	AIN99525.1			hypothetical protein			LPMP_271450	2742	913	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	570266	570913	+							LPMP_271460	648		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	570266	570913	+			AIN99526.1	hypothetical protein			LPMP_271460	648		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	570266	570913	+	AIN99526.1			hypothetical protein			LPMP_271460	648	215	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	572146	574713	+							LPMP_271470	2568		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	572146	574713	+			AIN99527.1	hypothetical protein			LPMP_271470	2568		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	572146	574713	+	AIN99527.1			hypothetical protein			LPMP_271470	2568	855	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	576376	577380	+							LPMP_271480	1005		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	576376	577380	+			AIN99528.1	proteasome regulatory non-ATP-ase subunit 3, putative			LPMP_271480	1005		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	576376	577380	+	AIN99528.1			proteasome regulatory non-ATP-ase subunit 3, putative			LPMP_271480	1005	334	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	578513	582547	+							LPMP_271490	4035		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	578513	582547	+			AIN99529.1	hypothetical protein			LPMP_271490	4035		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	578513	582547	+	AIN99529.1			hypothetical protein			LPMP_271490	4035	1344	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	584708	586780	+							LPMP_271500	2073		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	584708	586780	+			AIN99530.1	hypothetical protein			LPMP_271500	2073		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	584708	586780	+	AIN99530.1			hypothetical protein			LPMP_271500	2073	690	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	588446	588919	+							LPMP_271510	474		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	588446	588919	+			AIN99531.1	hypothetical protein			LPMP_271510	474		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	588446	588919	+	AIN99531.1			hypothetical protein			LPMP_271510	474	157	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	590287	591699	+							LPMP_271520	1413		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	590287	591699	+			AIN99532.1	hypothetical protein			LPMP_271520	1413		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	590287	591699	+	AIN99532.1			hypothetical protein			LPMP_271520	1413	470	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	592444	594678	+							LPMP_271530	2235		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	592444	594678	+			AIN99533.1	hypothetical protein			LPMP_271530	2235		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	592444	594678	+	AIN99533.1			hypothetical protein			LPMP_271530	2235	744	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	597173	597499	+							LPMP_271540	327		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	597173	597499	+			AIN99534.1	hypothetical protein			LPMP_271540	327		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	597173	597499	+	AIN99534.1			hypothetical protein			LPMP_271540	327	108	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	599245	599649	+							LPMP_271550	405		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	599245	599649	+			AIN99535.1	DNA-directed RNA polymerase II-like protein			LPMP_271550	405		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	599245	599649	+	AIN99535.1			DNA-directed RNA polymerase II-like protein			LPMP_271550	405	134	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	604107	608993	+							LPMP_271560	4887		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	604107	608993	+			AIN99536.1	diacylglycerol acyltransferase, putative			LPMP_271560	4887		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	604107	608993	+	AIN99536.1			diacylglycerol acyltransferase, putative			LPMP_271560	4887	1628	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	610273	611610	+							LPMP_271570	1338		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	610273	611610	+			AIN99537.1	hypothetical protein			LPMP_271570	1338		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	610273	611610	+	AIN99537.1			hypothetical protein			LPMP_271570	1338	445	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	612382	613824	+					AAT24		LPMP_271580	1443		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	612382	613824	+			AIN99538.1	amino acid transporter, putative	AAT24		LPMP_271580	1443		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	612382	613824	+	AIN99538.1			amino acid transporter, putative	AAT24		LPMP_271580	1443	480	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	621681	622337	+							LPMP_271590	657		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	621681	622337	+			AIN99539.1	hypothetical protein			LPMP_271590	657		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	621681	622337	+	AIN99539.1			hypothetical protein			LPMP_271590	657	218	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	624510	624695	+							LPMP_271600	186		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	624510	624695	+			AIN99540.1	histone H1-like protein			LPMP_271600	186		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	624510	624695	+	AIN99540.1			histone H1-like protein			LPMP_271600	186	61	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	631197	631838	+					EIF4E1		LPMP_271610	642		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	631197	631838	+			AIN99541.1	eukaryotic translation initiation factor eIF-4E, putative	EIF4E1		LPMP_271610	642		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	631197	631838	+	AIN99541.1			eukaryotic translation initiation factor eIF-4E, putative	EIF4E1		LPMP_271610	642	213	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	636458	638836	+							LPMP_271620	2379		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	636458	638836	+			AIN99542.1	hypothetical protein			LPMP_271620	2379		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	636458	638836	+	AIN99542.1			hypothetical protein			LPMP_271620	2379	792	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	640517	643237	+							LPMP_271630	2721		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	640517	643237	+			AIN99543.1	hypothetical protein			LPMP_271630	2721		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	640517	643237	+	AIN99543.1			hypothetical protein			LPMP_271630	2721	906	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	648328	652179	+							LPMP_271640	3852		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	648328	652179	+			AIN99544.1	hypothetical protein			LPMP_271640	3852		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	648328	652179	+	AIN99544.1			hypothetical protein			LPMP_271640	3852	1283	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	652857	656726	+							LPMP_271650	3870		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	652857	656726	+			AIN99545.1	hypothetical protein			LPMP_271650	3870		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	652857	656726	+	AIN99545.1			hypothetical protein			LPMP_271650	3870	1289	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	657889	659256	+							LPMP_271660	1368		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	657889	659256	+			AIN99546.1	molybdopterin synthase sulfurylase-like protein, putative			LPMP_271660	1368		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	657889	659256	+	AIN99546.1			molybdopterin synthase sulfurylase-like protein, putative			LPMP_271660	1368	455	
gene	pseudogene	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	661786	662214	+							LPMP_271670	429		pseudo
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	663283	664920	+							LPMP_271680	1638		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	663283	664920	+			AIN99547.1	hypothetical protein			LPMP_271680	1638		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	663283	664920	+	AIN99547.1			hypothetical protein			LPMP_271680	1638	545	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	671890	673740	+							LPMP_271690	1851		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	671890	673740	+			AIN99548.1	hypothetical protein			LPMP_271690	1851		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	671890	673740	+	AIN99548.1			hypothetical protein			LPMP_271690	1851	616	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	676179	678245	+							LPMP_271700	2067		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	676179	678245	+			AIN99549.1	hypothetical protein			LPMP_271700	2067		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	676179	678245	+	AIN99549.1			hypothetical protein			LPMP_271700	2067	688	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	679115	680476	+							LPMP_271710	1362		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	679115	680476	+			AIN99550.1	eukaryotic translation release factor, putative			LPMP_271710	1362		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	679115	680476	+	AIN99550.1			eukaryotic translation release factor, putative			LPMP_271710	1362	453	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	684578	685597	+							LPMP_271720	1020		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	684578	685597	+			AIN99551.1	hypothetical protein			LPMP_271720	1020		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	684578	685597	+	AIN99551.1			hypothetical protein			LPMP_271720	1020	339	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	688242	701651	-							LPMP_271730	13410		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	688242	701651	-			AIN99552.1	dynein heavy chain, putative			LPMP_271730	13410		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	688242	701651	-	AIN99552.1			dynein heavy chain, putative			LPMP_271730	13410	4469	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	704801	706513	-							LPMP_271740	1713		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	704801	706513	-			AIN99553.1	hypothetical protein			LPMP_271740	1713		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	704801	706513	-	AIN99553.1			hypothetical protein			LPMP_271740	1713	570	
gene	pseudogene	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	708845	713547	-							LPMP_271750	4703		pseudo
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	717058	718737	-							LPMP_271760	1680		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	717058	718737	-			AIN99554.1	casein kinase I-like protein			LPMP_271760	1680		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	717058	718737	-	AIN99554.1			casein kinase I-like protein			LPMP_271760	1680	559	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	723210	725732	-							LPMP_271770	2523		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	723210	725732	-			AIN99555.1	hypothetical protein			LPMP_271770	2523		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	723210	725732	-	AIN99555.1			hypothetical protein			LPMP_271770	2523	840	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	730154	735487	-							LPMP_271780	5334		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	730154	735487	-			AIN99556.1	protein kinase-like protein			LPMP_271780	5334		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	730154	735487	-	AIN99556.1			protein kinase-like protein			LPMP_271780	5334	1777	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	740071	741645	-							LPMP_271790	1575		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	740071	741645	-			AIN99557.1	glycosomal phosphoenolpyruvate carboxykinase, putative			LPMP_271790	1575		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	740071	741645	-	AIN99557.1			glycosomal phosphoenolpyruvate carboxykinase, putative			LPMP_271790	1575	524	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	747910	755749	-							LPMP_271800	7840		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	747910	750417	-			AIN99558.1	hypothetical protein			LPMP_271800	2508		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	747910	750417	-	AIN99558.1			hypothetical protein			LPMP_271800	2508	835	partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	753326	755749	-			AIN99559.1	hypothetical protein			LPMP_271800	2424		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	753326	755749	-	AIN99559.1			hypothetical protein			LPMP_271800	2424	808	partial
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	756988	758106	-							LPMP_271810	1119		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	756988	758106	-			AIN99560.1	GTP binding protein, putative			LPMP_271810	1119		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	756988	758106	-	AIN99560.1			GTP binding protein, putative			LPMP_271810	1119	372	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	759077	763375	-							LPMP_271820	4299		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	759077	763375	-			AIN99561.1	dual specificity phosphatase, putative			LPMP_271820	4299		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	759077	763375	-	AIN99561.1			dual specificity phosphatase, putative			LPMP_271820	4299	1432	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	766695	769022	-							LPMP_271830	2328		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	766695	769022	-			AIN99562.1	paraflagellar rod protein-like protein			LPMP_271830	2328		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	766695	769022	-	AIN99562.1			paraflagellar rod protein-like protein			LPMP_271830	2328	775	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	770029	772791	-							LPMP_271840	2763		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	770029	772791	-			AIN99563.1	hypothetical protein			LPMP_271840	2763		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	770029	772791	-	AIN99563.1			hypothetical protein			LPMP_271840	2763	920	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	774998	776956	-					TRYS		LPMP_271850	1959		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	774998	776956	-			AIN99564.1	trypanothione synthetase, putative	TRYS		LPMP_271850	1959		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	774998	776956	-	AIN99564.1			trypanothione synthetase, putative	TRYS		LPMP_271850	1959	652	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	777711	779264	-							LPMP_271860	1554		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	777711	779264	-			AIN99565.1	hypothetical protein			LPMP_271860	1554		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	777711	779264	-	AIN99565.1			hypothetical protein			LPMP_271860	1554	517	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	780244	782835	-							LPMP_271870	2592		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	780244	782835	-			AIN99566.1	endo/exonuclease Mre11, putative			LPMP_271870	2592		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	780244	782835	-	AIN99566.1			endo/exonuclease Mre11, putative			LPMP_271870	2592	863	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	784383	787847	-							LPMP_271880	3465		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	784383	787847	-			AIN99567.1	hypothetical protein			LPMP_271880	3465		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	784383	787847	-	AIN99567.1			hypothetical protein			LPMP_271880	3465	1154	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	790045	790764	-							LPMP_271890	720		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	790045	790764	-			AIN99568.1	hypothetical protein			LPMP_271890	720		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	790045	790764	-	AIN99568.1			hypothetical protein			LPMP_271890	720	239	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	791900	792322	-							LPMP_271900	423		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	791900	792322	-			AIN99569.1	hypothetical protein			LPMP_271900	423		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	791900	792322	-	AIN99569.1			hypothetical protein			LPMP_271900	423	140	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	793408	797265	-							LPMP_271910	3858		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	793408	797265	-			AIN99570.1	hypothetical protein			LPMP_271910	3858		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	793408	797265	-	AIN99570.1			hypothetical protein			LPMP_271910	3858	1285	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	804544	805602	-							LPMP_271920	1059		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	804544	805602	-			AIN99571.1	hypothetical protein			LPMP_271920	1059		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	804544	805602	-	AIN99571.1			hypothetical protein			LPMP_271920	1059	352	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	806598	807365	-							LPMP_271930	768		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	806598	807365	-			AIN99572.1	hypothetical protein			LPMP_271930	768		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	806598	807365	-	AIN99572.1			hypothetical protein			LPMP_271930	768	255	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	809033	811912	-							LPMP_271940	2880		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	809033	811912	-			AIN99573.1	protein kinase-like protein			LPMP_271940	2880		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	809033	811912	-	AIN99573.1			protein kinase-like protein			LPMP_271940	2880	959	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	813092	817627	-							LPMP_271950	4536		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	813092	817627	-			AIN99574.1	hypothetical protein			LPMP_271950	4536		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	813092	817627	-	AIN99574.1			hypothetical protein			LPMP_271950	4536	1511	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	819050	820366	-							LPMP_271960	1317		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	819050	820366	-			AIN99575.1	hypothetical protein			LPMP_271960	1317		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	819050	820366	-	AIN99575.1			hypothetical protein			LPMP_271960	1317	438	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	821501	821833	-							LPMP_271970	333		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	821501	821833	-			AIN99576.1	small nuclear ribonucleoprotein, putative			LPMP_271970	333		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	821501	821833	-	AIN99576.1			small nuclear ribonucleoprotein, putative			LPMP_271970	333	110	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	823114	825897	-							LPMP_271980	2784		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	823114	825897	-			AIN99577.1	FtsJ cell division protein, putative			LPMP_271980	2784		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	823114	825897	-	AIN99577.1			FtsJ cell division protein, putative			LPMP_271980	2784	927	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	827129	830305	-							LPMP_271990	3177		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	827129	830305	-			AIN99578.1	hypothetical protein			LPMP_271990	3177		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	827129	830305	-	AIN99578.1			hypothetical protein			LPMP_271990	3177	1058	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	833323	833916	-							LPMP_272000	594		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	833323	833916	-			AIN99579.1	hypothetical protein			LPMP_272000	594		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	27	CP009396.1	833323	833916	-	AIN99579.1			hypothetical protein			LPMP_272000	594	197	
